register_offset,absolute_address,public_name,ownership_class,basis,write_count,packet_coverage,distinct_value_count,distinct_values,within_packet_value_change,independent_windows_live_volatile,dmi_associated_control,dmi_associated_phase_variant
0xb070,0x0ac7c070,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0x00000035;0x00000077,0,0,0,0
0xb074,0x0ac7c074,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0x001f0000;0x002f0000,0,0,0,0
0xb078,0x0ac7c078,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0x00000027;0x00000041,0,0,0,0
0xb07c,0x0ac7c07c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xb080,0x0ac7c080,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0xf9ffc000;0xffffc000,0,0,0,0
0xb084,0x0ac7c084,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0xf9ffc000;0xffffc000,0,0,0,0
0xb088,0x0ac7c088,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0xf9ffc000;0xffffc000,0,0,0,0
0xb08c,0x0ac7c08c,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0xf9ffc000;0xffffc000,0,0,0,0
0xb090,0x0ac7c090,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0xf9ffc000;0xffffc000,0,0,0,0
0xb094,0x0ac7c094,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb098,0x0ac7c098,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb09c,0x0ac7c09c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb0a0,0x0ac7c0a0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb0a4,0x0ac7c0a4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb258,0x0ac7c258,,dmi_associated_static_control,"exactly DMI register +0x50/+0x54, 0/1-valued per startup packet; semantics intentionally unresolved",1,0,1,0x00000000,0,0,1,0
0xb25c,0x0ac7c25c,,dmi_associated_static_control,"exactly DMI register +0x50/+0x54, 0/1-valued per startup packet; semantics intentionally unresolved",1,0,1,0x00000000,0,0,1,0
0xb260,0x0ac7c260,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000001,0,0,0,0
0xb264,0x0ac7c264,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x06600000,0,0,0,0
0xb268,0x0ac7c268,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xb26c,0x0ac7c26c,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0x03cb06bf;0x0437077f,0,0,0,0
0xb270,0x0ac7c270,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00200000,0,0,0,0
0xb274,0x0ac7c274,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00600000,0,0,0,0
0xb278,0x0ac7c278,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x01800000,0,0,0,0
0xb27c,0x0ac7c27c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x04000000,0,0,0,0
0xb280,0x0ac7c280,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x10000000,0,0,0,0
0xb284,0x0ac7c284,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x40000000,0,0,0,0
0xb288,0x0ac7c288,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x80000000,0,0,0,0
0xb28c,0x0ac7c28c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xffffc000,0,0,0,0
0xb290,0x0ac7c290,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00143040,0,0,0,0
0xb294,0x0ac7c294,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00289207,0,0,0,0
0xb298,0x0ac7c298,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x64080080,0,0,0,0
0xb29c,0x0ac7c29c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x024001e0,0,0,0,0
0xb2a0,0x0ac7c2a0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x03800300,0,0,0,0
0xb2a4,0x0ac7c2a4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00081205,0,0,0,0
0xb660,0x0ac7c660,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xffff0001,0,0,0,0
0xb664,0x0ac7c664,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x06600000,0,0,0,0
0xb668,0x0ac7c668,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xb66c,0x0ac7c66c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x001f0000,0,0,0,0
0xb670,0x0ac7c670,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000077,0,0,0,0
0xb674,0x0ac7c674,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00170000,0,0,0,0
0xb678,0x0ac7c678,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000059,0,0,0,0
0xb67c,0x0ac7c67c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xb680,0x0ac7c680,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xffffc000,0,0,0,0
0xb684,0x0ac7c684,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xffffc000,0,0,0,0
0xb688,0x0ac7c688,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xffffc000,0,0,0,0
0xb68c,0x0ac7c68c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xffffc000,0,0,0,0
0xb690,0x0ac7c690,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xffffc000,0,0,0,0
0xb694,0x0ac7c694,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb698,0x0ac7c698,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb69c,0x0ac7c69c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb6a0,0x0ac7c6a0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb6a4,0x0ac7c6a4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb860,0x0ac7c860,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xffff0201,0,0,0,0
0xb864,0x0ac7c864,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x06600000,0,0,0,0
0xb868,0x0ac7c868,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xb86c,0x0ac7c86c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x003f0000,0,0,0,0
0xb870,0x0ac7c870,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0x00000035;0x0000003b,0,0,0,0
0xb874,0x0ac7c874,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x002f0000,0,0,0,0
0xb878,0x0ac7c878,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0x00000027;0x0000002b,0,0,0,0
0xb87c,0x0ac7c87c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xb880,0x0ac7c880,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0xf0ff8000;0xffffc000,0,0,0,0
0xb884,0x0ac7c884,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0xf0ff8000;0xffffc000,0,0,0,0
0xb888,0x0ac7c888,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0xf0ff8000;0xffffc000,0,0,0,0
0xb88c,0x0ac7c88c,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0xf0ff8000;0xffffc000,0,0,0,0
0xb890,0x0ac7c890,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0xf0ff8000;0xffffc000,0,0,0,0
0xb894,0x0ac7c894,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb898,0x0ac7c898,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb89c,0x0ac7c89c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb8a0,0x0ac7c8a0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xb8a4,0x0ac7c8a4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfcd00000,0,0,0,0
0xbe60,0x0ac7ce60,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",3,0x00000511;0x00000611;0x00000711,0,0,0,0
0xbe68,0x0ac7ce68,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xbe6c,0x0ac7ce6c,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",3,0x021b0007;0x03ff0007;0x03ff000f,0,0,0,0
0xbe70,0x0ac7ce70,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",3,0x000100ef;0x000101df;0x000301df,0,0,0,0
