register_offset,absolute_address,public_name,ownership_class,basis,write_count,packet_coverage,distinct_value_count,distinct_values,within_packet_value_change,independent_windows_live_volatile,dmi_associated_control,dmi_associated_phase_variant
0x5ce8,0x0ac76ce8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000008c9,0,0,0,0
0x5cec,0x0ac76cec,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000008f2,0,0,0,0
0x5cf0,0x0ac76cf0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000091c,0,0,0,0
0x5cf4,0x0ac76cf4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000946,0,0,0,0
0x5cf8,0x0ac76cf8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000972,0,0,0,0
0x5cfc,0x0ac76cfc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000099e,0,0,0,0
0x5d00,0x0ac76d00,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000009cb,0,0,0,0
0x5d04,0x0ac76d04,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000009f9,0,0,0,0
0x5d08,0x0ac76d08,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000a28,0,0,0,0
0x5d0c,0x0ac76d0c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000a58,0,0,0,0
0x5d10,0x0ac76d10,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000a89,0,0,0,0
0x5d14,0x0ac76d14,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000aba,0,0,0,0
0x5d18,0x0ac76d18,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000aed,0,0,0,0
0x5d1c,0x0ac76d1c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000b20,0,0,0,0
0x5d20,0x0ac76d20,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000b55,0,0,0,0
0x5d24,0x0ac76d24,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000b8b,0,0,0,0
0x5d28,0x0ac76d28,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000bc2,0,0,0,0
0x5d2c,0x0ac76d2c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000bf9,0,0,0,0
0x5d30,0x0ac76d30,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000c32,0,0,0,0
0x5d34,0x0ac76d34,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000c6c,0,0,0,0
0x5d38,0x0ac76d38,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000ca8,0,0,0,0
0x5d3c,0x0ac76d3c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000ce4,0,0,0,0
0x5d40,0x0ac76d40,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000d22,0,0,0,0
0x5d44,0x0ac76d44,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000d61,0,0,0,0
0x5d48,0x0ac76d48,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000da1,0,0,0,0
0x5d4c,0x0ac76d4c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000de3,0,0,0,0
0x5d50,0x0ac76d50,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000e26,0,0,0,0
0x5d54,0x0ac76d54,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000e6a,0,0,0,0
0x5d58,0x0ac76d58,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000eb0,0,0,0,0
0x5d5c,0x0ac76d5c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000ef7,0,0,0,0
0x5d60,0x0ac76d60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000f40,0,0,0,0
0x5d64,0x0ac76d64,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000f8a,0,0,0,0
0x5d68,0x0ac76d68,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000fd6,0,0,0,0
0x5d6c,0x0ac76d6c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001023,0,0,0,0
0x5d70,0x0ac76d70,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001072,0,0,0,0
0x5d74,0x0ac76d74,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000010c3,0,0,0,0
0x5d78,0x0ac76d78,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001115,0,0,0,0
0x5d7c,0x0ac76d7c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000116a,0,0,0,0
0x5d80,0x0ac76d80,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000011c0,0,0,0,0
0x5d84,0x0ac76d84,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001218,0,0,0,0
0x5d88,0x0ac76d88,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001272,0,0,0,0
0x5d8c,0x0ac76d8c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000012ce,0,0,0,0
0x5d90,0x0ac76d90,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000132b,0,0,0,0
0x5d94,0x0ac76d94,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000138b,0,0,0,0
0x5d98,0x0ac76d98,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000013ee,0,0,0,0
0x5d9c,0x0ac76d9c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001452,0,0,0,0
0x5da0,0x0ac76da0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000014b8,0,0,0,0
0x5da4,0x0ac76da4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001521,0,0,0,0
0x5da8,0x0ac76da8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000158c,0,0,0,0
0x5dac,0x0ac76dac,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000015fa,0,0,0,0
0x5db0,0x0ac76db0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000166a,0,0,0,0
0x5db4,0x0ac76db4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000016dd,0,0,0,0
0x5db8,0x0ac76db8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001752,0,0,0,0
0x5dbc,0x0ac76dbc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000017ca,0,0,0,0
0x5dc0,0x0ac76dc0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001845,0,0,0,0
0x5dc4,0x0ac76dc4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000018c2,0,0,0,0
0x5dc8,0x0ac76dc8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001943,0,0,0,0
0x5dcc,0x0ac76dcc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000019c6,0,0,0,0
0x5dd0,0x0ac76dd0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001a4d,0,0,0,0
0x5dd4,0x0ac76dd4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001ad7,0,0,0,0
0x5dd8,0x0ac76dd8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001b64,0,0,0,0
0x5ddc,0x0ac76ddc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001bf4,0,0,0,0
0x5de0,0x0ac76de0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001c88,0,0,0,0
0x5de4,0x0ac76de4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001d1f,0,0,0,0
0x5de8,0x0ac76de8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001dba,0,0,0,0
0x5dec,0x0ac76dec,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001e59,0,0,0,0
0x5df0,0x0ac76df0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001efb,0,0,0,0
0x5df4,0x0ac76df4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00001fa2,0,0,0,0
0x5df8,0x0ac76df8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000204c,0,0,0,0
0x5dfc,0x0ac76dfc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000020fb,0,0,0,0
0x5e00,0x0ac76e00,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000021ae,0,0,0,0
0x5e04,0x0ac76e04,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002265,0,0,0,0
0x5e08,0x0ac76e08,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002321,0,0,0,0
0x5e0c,0x0ac76e0c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000023e2,0,0,0,0
0x5e10,0x0ac76e10,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000024a7,0,0,0,0
0x5e14,0x0ac76e14,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002572,0,0,0,0
0x5e18,0x0ac76e18,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002641,0,0,0,0
0x5e1c,0x0ac76e1c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002716,0,0,0,0
0x5e20,0x0ac76e20,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000027f0,0,0,0,0
0x5e24,0x0ac76e24,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000028d0,0,0,0,0
0x5e28,0x0ac76e28,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000029b5,0,0,0,0
0x5e2c,0x0ac76e2c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002aa0,0,0,0,0
0x5e30,0x0ac76e30,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002b92,0,0,0,0
0x5e34,0x0ac76e34,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002c89,0,0,0,0
0x5e38,0x0ac76e38,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002d87,0,0,0,0
0x5e3c,0x0ac76e3c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002e8c,0,0,0,0
0x5e40,0x0ac76e40,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00002f97,0,0,0,0
0x5e44,0x0ac76e44,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000030aa,0,0,0,0
0x5e48,0x0ac76e48,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000031c3,0,0,0,0
0x5e4c,0x0ac76e4c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000032e4,0,0,0,0
0x5e50,0x0ac76e50,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000340d,0,0,0,0
0x5e54,0x0ac76e54,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000353e,0,0,0,0
0x5e58,0x0ac76e58,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00003677,0,0,0,0
0x5e5c,0x0ac76e5c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000037b8,0,0,0,0
0x5e60,0x0ac76e60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00003902,0,0,0,0
0x5e64,0x0ac76e64,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00003a55,0,0,0,0
0x5e68,0x0ac76e68,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00003bb1,0,0,0,0
0x5e6c,0x0ac76e6c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00003d17,0,0,0,0
0x5e70,0x0ac76e70,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00003e86,0,0,0,0
0x5f58,0x0ac76f58,,dmi_associated_phase_variant_control,"exactly DMI register +0x50/+0x54, 0/1-valued per startup packet; semantics intentionally unresolved",2,"0,1",2,0x00000000;0x00000001,0,0,1,1
0x5f5c,0x0ac76f5c,,dmi_associated_phase_variant_control,"exactly DMI register +0x50/+0x54, 0/1-valued per startup packet; semantics intentionally unresolved",2,"0,1",2,0x00000000;0x00000001,0,0,1,1
0x5f60,0x0ac76f60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000001,0,0,0,0
0x6160,0x0ac77160,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000001,0,0,0,0
0x6168,0x0ac77168,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00750259,0,0,0,0
0x616c,0x0ac7716c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000132,0,0,0,0
0x6170,0x0ac77170,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x6174,0x0ac77174,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x6178,0x0ac77178,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x617c,0x0ac7717c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfff00000,0,0,0,0
0x6180,0x0ac77180,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x01fe1eae,0,0,0,0
0x6184,0x0ac77184,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00001f54,0,0,0,0
0x6188,0x0ac77188,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x40000000,0,0,0,0
0x618c,0x0ac7718c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x6190,0x0ac77190,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x6194,0x0ac77194,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfff00000,0,0,0,0
0x6198,0x0ac77198,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x1fad1e55,0,0,0,0
0x619c,0x0ac7719c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000001fe,0,0,0,0
0x61a0,0x0ac771a0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x40000000,0,0,0,0
0x61a4,0x0ac771a4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x61a8,0x0ac771a8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x61ac,0x0ac771ac,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xfff00000,0,0,0,0
0x6360,0x0ac77360,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,1,0,1,0x00000000,0,0,0,0
0x9860,0x0ac7a860,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000001,0,0,0,0
0x9864,0x0ac7a864,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000600,0,0,0,0
0x9868,0x0ac7a868,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x0eff086f,0,0,0,0
0x986c,0x0ac7a86c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xc0300000,0,0,0,0
0x9870,0x0ac7a870,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x1ff80000,0,0,0,0
0x9874,0x0ac7a874,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xc0300000,0,0,0,0
0x9878,0x0ac7a878,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x1ff80000,0,0,0,0
0x987c,0x0ac7a87c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x0000086f,0,0,0,0
0x9880,0x0ac7a880,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000eff,0,0,0,0
0x9884,0x0ac7a884,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00080008,0,0,0,0
0x9a60,0x0ac7aa60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000001,0,0,0,0
0x9a64,0x0ac7aa64,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000600,0,0,0,0
0x9a68,0x0ac7aa68,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x0eff086f,0,0,0,0
0x9a6c,0x0ac7aa6c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xc0600000,0,0,0,0
0x9a70,0x0ac7aa70,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9a74,0x0ac7aa74,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xc0600000,0,0,0,0
0x9a78,0x0ac7aa78,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9a7c,0x0ac7aa7c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x0000086f,0,0,0,0
0x9a80,0x0ac7aa80,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000eff,0,0,0,0
0x9a84,0x0ac7aa84,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9c60,0x0ac7ac60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000e01,0,0,0,0
0x9c68,0x0ac7ac68,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x0000059f,0,0,0,0
0x9c6c,0x0ac7ac6c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000009ff,0,0,0,0
0x9c70,0x0ac7ac70,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9c74,0x0ac7ac74,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000006,0,0,0,0
0x9c78,0x0ac7ac78,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9c7c,0x0ac7ac7c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9c80,0x0ac7ac80,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9c84,0x0ac7ac84,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9c88,0x0ac7ac88,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000003ff,0,0,0,0
0x9c8c,0x0ac7ac8c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9c90,0x0ac7ac90,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9c94,0x0ac7ac94,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9e60,0x0ac7ae60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00003e01,0,0,0,0
