stream_offset,command,register_offset,absolute_address,value,outside_linux_0x4000_mapping
0x06f0,REG_CONT,0x00a0a8,0x0ac7b0a8,0x00000000,1
0x06f0,REG_CONT,0x00a0ac,0x0ac7b0ac,0x00000000,1
0x06f0,REG_CONT,0x00a0b0,0x0ac7b0b0,0x00000000,1
0x06f0,REG_CONT,0x00a0b4,0x0ac7b0b4,0x00000000,1
0x06f0,REG_CONT,0x00a0b8,0x0ac7b0b8,0x00000000,1
0x06f0,REG_CONT,0x00a0bc,0x0ac7b0bc,0x00000000,1
0x06f0,REG_CONT,0x00a0c0,0x0ac7b0c0,0x00000000,1
0x06f0,REG_CONT,0x00a0c4,0x0ac7b0c4,0x00000000,1
0x06f0,REG_CONT,0x00a0c8,0x0ac7b0c8,0x00000000,1
0x06f0,REG_CONT,0x00a0cc,0x0ac7b0cc,0x00000000,1
0x06f0,REG_CONT,0x00a0d0,0x0ac7b0d0,0x00000000,1
0x06f0,REG_CONT,0x00a0d4,0x0ac7b0d4,0x00000000,1
0x06f0,REG_CONT,0x00a0d8,0x0ac7b0d8,0x00000000,1
0x06f0,REG_CONT,0x00a0dc,0x0ac7b0dc,0x00000000,1
0x0758,REG_CONT,0x00a100,0x0ac7b100,0x00000000,1
0x0758,REG_CONT,0x00a104,0x0ac7b104,0x00000000,1
0x0758,REG_CONT,0x00a108,0x0ac7b108,0x00000000,1
0x0758,REG_CONT,0x00a10c,0x0ac7b10c,0x00000000,1
0x0758,REG_CONT,0x00a110,0x0ac7b110,0x00000000,1
0x0758,REG_CONT,0x00a114,0x0ac7b114,0x00000000,1
0x0758,REG_CONT,0x00a118,0x0ac7b118,0x00000000,1
0x0758,REG_CONT,0x00a11c,0x0ac7b11c,0x00000000,1
0x0758,REG_CONT,0x00a120,0x0ac7b120,0x00000000,1
0x0758,REG_CONT,0x00a124,0x0ac7b124,0x00000000,1
0x0758,REG_CONT,0x00a128,0x0ac7b128,0x00000000,1
0x0758,REG_CONT,0x00a12c,0x0ac7b12c,0x00000000,1
0x0758,REG_CONT,0x00a130,0x0ac7b130,0x00000000,1
0x0758,REG_CONT,0x00a134,0x0ac7b134,0x00000000,1
0x0758,REG_CONT,0x00a138,0x0ac7b138,0x00000000,1
0x0758,REG_CONT,0x00a13c,0x0ac7b13c,0x00000000,1
0x0758,REG_CONT,0x00a140,0x0ac7b140,0x00000000,1
0x0758,REG_CONT,0x00a144,0x0ac7b144,0x00000000,1
0x0758,REG_CONT,0x00a148,0x0ac7b148,0x00000000,1
0x0758,REG_CONT,0x00a14c,0x0ac7b14c,0x00000000,1
0x0758,REG_CONT,0x00a150,0x0ac7b150,0x00000000,1
0x0758,REG_CONT,0x00a154,0x0ac7b154,0x00000000,1
0x0758,REG_CONT,0x00a158,0x0ac7b158,0x00000000,1
0x0758,REG_CONT,0x00a15c,0x0ac7b15c,0x00000000,1
0x07c0,REG_CONT,0x00a258,0x0ac7b258,0x00000000,1
0x07c0,REG_CONT,0x00a25c,0x0ac7b25c,0x00000000,1
0x07c0,REG_CONT,0x00a260,0x0ac7b260,0x00000001,1
0x07c0,REG_CONT,0x00a264,0x0ac7b264,0x00000000,1
0x07c0,REG_CONT,0x00a268,0x0ac7b268,0x00030000,1
0x07c0,REG_CONT,0x00a26c,0x0ac7b26c,0x00030000,1
0x07c0,REG_CONT,0x00a270,0x0ac7b270,0x00080000,1
0x07c0,REG_CONT,0x00a274,0x0ac7b274,0x00080000,1
0x07c0,REG_CONT,0x00a278,0x0ac7b278,0x00b40140,1
0x07c0,REG_CONT,0x00a27c,0x0ac7b27c,0x02d00500,1
0x07f0,REG_CONT,0x00a280,0x0ac7b280,0x00000000,1
0x07f0,REG_CONT,0x00a284,0x0ac7b284,0x00000000,1
0x07f0,REG_CONT,0x00a288,0x0ac7b288,0x00000000,1
0x07f0,REG_CONT,0x00a28c,0x0ac7b28c,0x00000000,1
0x07f0,REG_CONT,0x00a290,0x0ac7b290,0x00000000,1
0x07f0,REG_CONT,0x00a294,0x0ac7b294,0x00000000,1
0x07f0,REG_CONT,0x00a298,0x0ac7b298,0x00000000,1
0x0814,REG_CONT,0x00a2c0,0x0ac7b2c0,0x00000000,1
0x0814,REG_CONT,0x00a2c4,0x0ac7b2c4,0x00000000,1
0x0814,REG_CONT,0x00a2c8,0x0ac7b2c8,0x00000000,1
0x0814,REG_CONT,0x00a2cc,0x0ac7b2cc,0x00000000,1
0x0814,REG_CONT,0x00a2d0,0x0ac7b2d0,0x00000000,1
0x0814,REG_CONT,0x00a2d4,0x0ac7b2d4,0x00000000,1
0x0814,REG_CONT,0x00a2d8,0x0ac7b2d8,0x00000000,1
0x0814,REG_CONT,0x00a2dc,0x0ac7b2dc,0x00000000,1
0x0814,REG_CONT,0x00a2e0,0x0ac7b2e0,0x00000000,1
0x0870,REG_CONT,0x00a860,0x0ac7b860,0x00000f07,1
0x087c,REG_CONT,0x00a868,0x0ac7b868,0x09016c7d,1
0x0888,REG_CONT,0x00a904,0x0ac7b904,0x00000167,1
0x0888,REG_CONT,0x00a908,0x0ac7b908,0x0000027f,1
0x0898,REG_CONT,0x00aa60,0x0ac7ba60,0x00000f07,1
0x08a4,REG_CONT,0x00ab04,0x0ac7bb04,0x000000b3,1
0x08a4,REG_CONT,0x00ab08,0x0ac7bb08,0x0000027f,1
0x08b4,REG_CONT,0x00be60,0x0ac7ce60,0x00000711,1
0x08c0,REG_CONT,0x00be68,0x0ac7ce68,0x00000000,1
0x08c0,REG_CONT,0x00be6c,0x0ac7ce6c,0x021b0007,1
0x08c0,REG_CONT,0x00be70,0x0ac7ce70,0x000301df,1
0x08d4,REG_CONT,0x00002c,0x0ac7102c,0x00000000,0
0x08e0,REG_CONT,0x000024,0x0ac71024,0x00006000,0
0x08ec,REG_CONT,0x00008c,0x0ac7108c,0x0a503000,0
0x08f8,REG_CONT,0x000090,0x0ac71090,0x00000001,0
